Date,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,Date
2021-06-15,0.34743435358095154,0.3116554788982021,0.2822604135248997,0.3579244977967126,0.2706265037668279,0.42841871878844245,0.7204440485737621,2021-06-15
2021-06-16,0.34656219342245576,0.31138787653681527,0.2819141556989917,0.35820627040961295,0.2696814412509873,0.4281761795903617,0.7203111462097469,2021-06-16
2021-06-17,0.34671457735314415,0.31193964427494547,0.2819677653319351,0.3585052113531236,0.26995644158867244,0.43021098523742374,0.7204323948056011,2021-06-17
2021-06-18,0.34691799049137956,0.3119245269208026,0.2820073101809694,0.35918113560581316,0.26988255987415566,0.43020061964765705,0.7204206895822654,2021-06-18
2021-06-21,0.3470513063875513,0.31203644182919765,0.282120503197246,0.359084190399259,0.27000924414157057,0.4304425489820649,0.7204324125748149,2021-06-21
2021-06-22,0.3463670323501373,0.3120536579021107,0.28167148536266196,0.35957169180926846,0.2688793459031803,0.4302361443165751,0.720330668023675,2021-06-22
2021-06-23,0.3458355655102119,0.31156648707087875,0.28161164132056266,0.35941507250371285,0.268833795772307,0.4301309198351987,0.7218680342631942,2021-06-23
2021-06-24,0.34530909699340806,0.3117870257715563,0.28061785865980965,0.35768741463184806,0.26800192663785805,0.4293706059221845,0.7209531979567216,2021-06-24
2021-06-25,0.34514114587491096,0.31207916877508324,0.2806035367257266,0.3577164922595496,0.26787030672329526,0.428853784054017,0.7208869062620309,2021-06-25
2021-06-28,0.34376151501569857,0.3113982101532247,0.27476177881656716,0.34968162526708807,0.2673111657073881,0.42967514949120794,0.7203995994616391,2021-06-28
2021-06-29,0.34324309179369195,0.3113436603794664,0.27383287844307946,0.3493976924052984,0.2672851952367611,0.42967492008233726,0.7191565403667577,2021-06-29
2021-06-30,0.34319291150967596,0.3100837827123813,0.27356842680040616,0.3486164687131063,0.2662042508938561,0.42871820292091234,0.716319942913343,2021-06-30
2021-07-01,0.3431722975645842,0.3071640849936353,0.27317715098675877,0.34621802492925774,0.2661684585062434,0.4287777384150791,0.7156753394259344,2021-07-01
2021-07-02,0.3436231466666021,0.3079241827396737,0.2734276050803796,0.3456819804443591,0.2669201175119296,0.4288680327048165,0.7118069333130003,2021-07-02
2021-07-06,0.3429619723927367,0.306116224912506,0.27288335573966516,0.34465337631318493,0.2661540037243979,0.42844402598346604,0.7005758325325873,2021-07-06
2021-07-07,0.34329865653846,0.30552303692029303,0.27274344160658615,0.3447513918593297,0.26592682519879945,0.4288699963828941,0.7010413931861693,2021-07-07
2021-07-08,0.3428131773455286,0.3045263336663492,0.27299002442622844,0.3449655697863512,0.2653157799902166,0.4284914198263897,0.700755695007981,2021-07-08
2021-07-09,0.34298709898333185,0.3028532551398124,0.2728813259897566,0.3451739672371885,0.2652533524522927,0.4277397224555139,0.7005658960579537,2021-07-09
2021-07-12,0.3430415490321405,0.30281876377586364,0.27281298402395265,0.3452282620786662,0.2652416876528527,0.42817251099927894,0.6939626624852129,2021-07-12
2021-07-13,0.34303156165146614,0.30147615073642775,0.27210777328270136,0.3442389377459926,0.2635431561122945,0.42621076648688133,0.693694440111915,2021-07-13
2021-07-14,0.3434374480298244,0.30138731581903905,0.27212807261491245,0.34453894988895656,0.26353073231444063,0.4258368613385442,0.6941518159283773,2021-07-14
2021-07-15,0.3434623856435744,0.300679086804005,0.2723425613444154,0.3447084580180284,0.263598459275608,0.42808087663145117,0.6940311004519868,2021-07-15
2021-07-16,0.3435405970383609,0.3011221962542663,0.2723313941667848,0.34489004268432194,0.2627512777321523,0.43030886365879145,0.6933659321688636,2021-07-16
2021-07-19,0.3447266731957303,0.30091360301794945,0.2731414413736829,0.34515902642078616,0.26308526824171813,0.4314350053162283,0.6933557363771461,2021-07-19
2021-07-20,0.34503620282914776,0.2905001845006119,0.2718266424174259,0.345157999340305,0.2598506589482792,0.43070640564812596,0.6875945470113785,2021-07-20
2021-07-21,0.3447505647141776,0.2898906333310596,0.2718669382675041,0.3449608106459539,0.25950073277935254,0.43210861370550874,0.6859239703312248,2021-07-21
2021-07-22,0.344836680779547,0.289937808362687,0.27188392682770995,0.3450618698109686,0.25963699845026245,0.4320886353265727,0.685951427417746,2021-07-22
2021-07-23,0.3416790489559089,0.28753018225962845,0.27195014551877755,0.3473354861738851,0.2559279694757885,0.43088377773156694,0.6839665721132927,2021-07-23
2021-07-26,0.3416486488277808,0.28766102421535983,0.2718821250681527,0.34722188530648307,0.2558384823530377,0.43118492297204764,0.6808461275187672,2021-07-26
2021-07-27,0.3413840756881345,0.2880473452509554,0.27224750196695013,0.3473842620802673,0.2558024905586165,0.4308082871398396,0.6762253697987015,2021-07-27
2021-07-28,0.34118101319899985,0.28742786731527553,0.27315427530813785,0.34722298962296,0.25559934438211346,0.430392611841338,0.6747261266385945,2021-07-28
2021-07-29,0.3407557695510654,0.28739631222658274,0.2729848092706345,0.34958203084246275,0.2554558445008811,0.42988201594016673,0.6759978140206845,2021-07-29
2021-07-30,0.34060361080938417,0.2973500953770373,0.2730749788997597,0.3496487854275773,0.255543341308567,0.4298758068983413,0.6759716760872225,2021-07-30
2021-08-02,0.32461898042951437,0.2950916004338178,0.27078976970268426,0.3406140363653707,0.2555189168471348,0.42998520389623557,0.6752253758603413,2021-08-02
2021-08-03,0.3239403115849543,0.29476358427221594,0.2707420030753277,0.3405316518265441,0.2496256087450061,0.4285945665700082,0.6744057822728186,2021-08-03
2021-08-04,0.3239246984602871,0.29467480336063206,0.2706670273037208,0.3409871548607304,0.24911339956062642,0.42874430001677183,0.674404439716054,2021-08-04
2021-08-05,0.32391760544485143,0.2940051997676805,0.2707252944163701,0.3410921940333644,0.2492638924403093,0.4290060252275218,0.6743807369164465,2021-08-05
2021-08-06,0.32222251448990424,0.2941015992568262,0.2703839170682182,0.3351487916458991,0.2488352983250664,0.4292974551112725,0.6748852474667346,2021-08-06
2021-08-09,0.32132737543906953,0.29353894156045635,0.27036585973291394,0.3350509680106188,0.24814369895815727,0.42908927232753086,0.6744585988077574,2021-08-09
2021-08-10,0.32108643385166274,0.2935445313259554,0.2703625293248864,0.334355803354046,0.247352025722242,0.4295363712238553,0.6739458860374493,2021-08-10
2021-08-11,0.31957611567938365,0.29286648975047724,0.2701038660030161,0.3332405444172069,0.2460947008611486,0.42866716174161307,0.6730373518074722,2021-08-11
2021-08-12,0.31857007217301053,0.2917136168574723,0.26969002491259303,0.3330337328105753,0.2447418854812509,0.42559132517393955,0.6611292562594551,2021-08-12
2021-08-13,0.3181455579206208,0.2917305797744442,0.26966769643383043,0.33301090516594517,0.24487853646258084,0.42574420523155215,0.6600980170879236,2021-08-13
2021-08-16,0.31837526459375903,0.29169881356852406,0.2694691174087646,0.33309698805514437,0.2449187371985958,0.4259119921192188,0.6616263604510559,2021-08-16
2021-08-17,0.31843883294058,0.2920365022393322,0.2698070367243846,0.3339334337122043,0.24495615445187327,0.4218496020511757,0.6534796794598406,2021-08-17
2021-08-18,0.31948429138783985,0.28944966392036797,0.2690011131660051,0.3340642301060764,0.24503567438698287,0.42243072610881877,0.6537811709161847,2021-08-18
2021-08-19,0.3194863758565888,0.289050425763531,0.2688319183649236,0.3340721981708624,0.2456806471501595,0.42393240565051854,0.6542432657990199,2021-08-19
2021-08-20,0.3189176487971014,0.28885506826122814,0.26842561223814704,0.3334408720706947,0.24589599245484406,0.42676194432667464,0.6512694504011244,2021-08-20
2021-08-23,0.3150145131421687,0.28955809262064475,0.2689266390762977,0.3334640170886238,0.24573750540331335,0.42789170947723154,0.6518874533322412,2021-08-23
2021-08-24,0.314824454882406,0.2897310226908167,0.26897538723486303,0.33315674773828813,0.24587037659184954,0.42800982428725515,0.6515638592113019,2021-08-24
2021-08-25,0.31483086145244277,0.2895031127301247,0.2687853528974222,0.331536182096889,0.2456255214206895,0.42833801836958846,0.6515626522509538,2021-08-25
2021-08-26,0.3146376837299688,0.28814211841998033,0.26800973448984217,0.3216440295343656,0.24504174809676485,0.4284340689145564,0.6488914762698323,2021-08-26
2021-08-27,0.3144388567358334,0.28805899281488356,0.2682127476608794,0.3203228936724397,0.24393373614556718,0.42883254329833814,0.6479536243139993,2021-08-27
2021-08-30,0.3158093629087913,0.2888505309598622,0.26818340351055964,0.32097147865365155,0.24404545251746676,0.42709153932692034,0.6482436224392287,2021-08-30
2021-08-31,0.3142181378130312,0.2888472655917004,0.2680549924083099,0.320992231259375,0.2436132503001362,0.4271230379685678,0.6364130264343678,2021-08-31
2021-09-01,0.311796008642633,0.2885249900918045,0.2677271277235654,0.3209807186429149,0.24353273298674422,0.4259669500618158,0.6345228583326218,2021-09-01
2021-09-02,0.3111230896148725,0.2884181987620355,0.26582783809039356,0.32072715566887566,0.242886562417738,0.4244738365059471,0.6316007452045077,2021-09-02
2021-09-03,0.3003498515396346,0.2846645380615752,0.26037811114385634,0.31837073012451167,0.23447243568786363,0.4140092217067708,0.6246645944748361,2021-09-03
2021-09-07,0.3006903199899419,0.28393088793959603,0.25838777225415754,0.3172659887431161,0.23400402423679742,0.4128366199667852,0.6246092604868021,2021-09-07
2021-09-08,0.2929428853495814,0.2804460377639716,0.255500166959604,0.31470351482340503,0.2272591052458235,0.408942966248828,0.5865967027220053,2021-09-08
2021-09-09,0.29050168320886877,0.2782277416533399,0.25519974322032357,0.31460292653907956,0.223811658514118,0.40390451007751227,0.5769986521005389,2021-09-09
2021-09-10,0.2905554881309795,0.27674100398772283,0.2555583234650782,0.3138235200727708,0.22194594990807137,0.4025855871166552,0.5775904132610005,2021-09-10
2021-09-13,0.2902068648279585,0.27610872209311493,0.2555046021857711,0.3138289598071119,0.22181330892051745,0.40268667661170215,0.5776191585601808,2021-09-13
2021-09-14,0.28897826130842175,0.27607917779644287,0.25540488886900287,0.31381528147069243,0.22189127256925287,0.3988194128224185,0.5643873991123027,2021-09-14
2021-09-15,0.2890206187697344,0.2756662011515195,0.2551955226443697,0.31315103088267915,0.22191646648757285,0.3987670506229755,0.560270575833533,2021-09-15
2021-09-16,0.28738583137854257,0.2745133008564693,0.25471814854281777,0.3112959244041169,0.2210513511429015,0.3968877793487803,0.5598951511030114,2021-09-16
2021-09-17,0.2875395694652087,0.27364509012297095,0.2549632583134625,0.31028784190064373,0.22155587613172784,0.39723935938117666,0.5581303884174934,2021-09-17
2021-09-20,0.28652996579264317,0.2748328159228144,0.2541417859077674,0.31122587633886245,0.2220342967410727,0.3983468926263376,0.5581247078609716,2021-09-20
2021-09-21,0.28505711135229234,0.2748629950807827,0.25355906869685907,0.3106655428785984,0.2218475461840305,0.3976114700937861,0.5580441854637451,2021-09-21
2021-09-22,0.28511846311221123,0.2691944214514253,0.2529937344524643,0.3124164658579211,0.2209860244179626,0.39870031123255595,0.555117955289446,2021-09-22
2021-09-23,0.28185220480762657,0.26610462544715613,0.25024021659172685,0.311564781783419,0.21825896806495396,0.3969449413881118,0.5447661288000076,2021-09-23
2021-09-24,0.28171370174932514,0.26604543896662264,0.250186056535938,0.3121273153621755,0.21798010211173688,0.39716241501674976,0.5450641747431432,2021-09-24
2021-09-27,0.279619086394975,0.26499862742260455,0.25027666096638546,0.31150452761353165,0.21776726992317025,0.3957178992313036,0.543334625922646,2021-09-27
2021-09-28,0.27980328572743784,0.2651668229024304,0.25320632185395436,0.31375308409988556,0.22091443759329626,0.3983346717607521,0.5428415425403648,2021-09-28
2021-09-29,0.27972329045115363,0.2650390658139305,0.2535517532648197,0.3132595431710786,0.22059978132185787,0.3982867045087322,0.5427840647816604,2021-09-29
2021-09-30,0.2795605578443153,0.2650885416404191,0.25364945610835904,0.31326412323741415,0.2203573851034704,0.39780424676036413,0.5424873854799299,2021-09-30
2021-10-01,0.27955176111339414,0.2641057686352446,0.2540389999179101,0.3129522103227956,0.2215057432733204,0.39778258721797083,0.5408772703649419,2021-10-01
2021-10-04,0.2787393692090201,0.2639480505802242,0.25398308865248964,0.3158552108927893,0.2204476430166424,0.3987377051188169,0.5354152795510309,2021-10-04
2021-10-05,0.2774481260555299,0.2630667228299153,0.2539197005073741,0.3160009461102072,0.22041656259162545,0.3979632565871541,0.534957364106014,2021-10-05
2021-10-06,0.2759011208614269,0.26149323809814606,0.2529245842988674,0.3151017748279012,0.21966215612557813,0.39806454245843864,0.5340831975990693,2021-10-06
2021-10-07,0.2755577213667187,0.25997424235080957,0.2530825289771498,0.3154163819937296,0.2190037425143536,0.3981248641618162,0.53363859544802,2021-10-07
2021-10-08,0.2755762592429615,0.2600055886736664,0.2526983282690027,0.3147350377431851,0.218998623248426,0.39820524112009537,0.5338012136912297,2021-10-08
2021-10-11,0.2750911682146821,0.25859794899198413,0.252368333620405,0.3150893048694324,0.21776603246182474,0.3982260254995493,0.5335861116003122,2021-10-11
2021-10-12,0.2680064188387201,0.254169306051961,0.2509553477665963,0.31235203433551484,0.2164467395864031,0.39696157194340426,0.533536399017374,2021-10-12
2021-10-13,0.2666582601046704,0.25442841062356836,0.25102514348694177,0.3123553348904433,0.21663420408140777,0.39711846912044424,0.5335045710945623,2021-10-13
2021-10-14,0.2673672641494822,0.25340851586479896,0.25208478671130113,0.31212503250555323,0.21735297083769717,0.39860555585408725,0.5326958448652741,2021-10-14
2021-10-15,0.26740639395006577,0.2554370454642499,0.2519720270144077,0.3117479469206432,0.21727206070322772,0.39846782983295487,0.5325552865663536,2021-10-15
2021-10-18,0.2672088021404793,0.2548773233767285,0.2520259870230002,0.3133194000259092,0.21744133747011152,0.3984964610788041,0.5328175073610779,2021-10-18
2021-10-19,0.2662449030158225,0.25405992511936937,0.25060912464884316,0.31304606476206703,0.2158460856519604,0.39771074912018056,0.5323958766284939,2021-10-19
2021-10-20,0.26598000455628584,0.25420003633083416,0.2506849492260307,0.3122445612756687,0.21588712397475313,0.3977592044296112,0.5318550672261664,2021-10-20
2021-10-21,0.26589862896728506,0.2540463583683366,0.24988575633906446,0.3095812400392382,0.21608732610239167,0.39834976289814084,0.5326508624476411,2021-10-21
2021-10-22,0.26575925766242403,0.25572228956208376,0.25180909996849526,0.31382374558262066,0.2161894495007353,0.39808545216112307,0.5328209384765071,2021-10-22
2021-10-25,0.2656627473128121,0.25562599349264215,0.2514285148585524,0.3131844405487797,0.21619398557466749,0.39817338119590584,0.5466035275933981,2021-10-25
2021-10-26,0.26568207972963215,0.2561577864428884,0.24961858200142245,0.3145061482305983,0.21414199466759726,0.4017679797392324,0.5466801014554683,2021-10-26
2021-10-27,0.2654310406707725,0.25502669466219946,0.2539595308808018,0.31398768638245034,0.21752041840274913,0.4016496674879401,0.5468486100420191,2021-10-27
2021-10-28,0.2621921131634338,0.2526576138505746,0.24734064872868153,0.30929286535941486,0.21132991832584053,0.3974480052720423,0.5457394820859388,2021-10-28
2021-10-29,0.2604657115483477,0.2531721149478533,0.24607930755266336,0.3061417153685143,0.2121627080115969,0.3970431355366232,0.5465070279680903,2021-10-29
2021-11-01,0.25414962188438356,0.2476865584417693,0.24576428015483678,0.29994614185748103,0.2119449207025598,0.39500554133007576,0.5490530244222269,2021-11-01
2021-11-02,0.25420392505367423,0.24745365833642885,0.24600004605332354,0.2999243682929894,0.21213297429479144,0.3954638466866214,0.5495147700457731,2021-11-02
2021-11-03,0.25395902630371914,0.24794328912019717,0.2458295046724589,0.29975418086210937,0.21134894314629676,0.3942116741886216,0.5477609765073359,2021-11-03
2021-11-04,0.25089975152279387,0.2413579250312737,0.23889554527666296,0.28843066901984515,0.20626535037258462,0.40743951436791503,0.5477006207061373,2021-11-04
2021-11-05,0.2485429591431897,0.24038517241558197,0.2387889146226132,0.2877627658476568,0.2040727565751736,0.40680764265354524,0.5466319349698092,2021-11-05
2021-11-08,0.24862216757717764,0.2405230282813249,0.23876110339080883,0.2878326530842892,0.20407525210350705,0.40729891832597237,0.5487140984587549,2021-11-08
2021-11-09,0.24772518723417164,0.23629346377370541,0.2387762424188698,0.28350456105546074,0.20251420349937926,0.4017489903007918,0.562121073243714,2021-11-09
2021-11-10,0.24852463126697796,0.2352011319300548,0.23932549574496945,0.28353037075292065,0.20008082644075476,0.39844499071332595,0.562677342520479,2021-11-10
2021-11-11,0.2467882833824108,0.23286816668889201,0.23932170527735533,0.2831834839018766,0.1986057997647131,0.3966286953866987,0.5626112798062936,2021-11-11
2021-11-12,0.24712552857264936,0.23314538801921159,0.23993760479927273,0.2858315828931359,0.19879143162152849,0.3966441364148373,0.5632957232806305,2021-11-12
2021-11-15,0.24712669470382417,0.23314234113838855,0.23951448274889237,0.28637571063602335,0.19880384145305266,0.3966495896985831,0.5636614362616891,2021-11-15
2021-11-16,0.24707126732102966,0.23315096254890183,0.23958795588279705,0.2866637624661341,0.19897500008349348,0.39644672972715356,0.5648203130030471,2021-11-16
2021-11-17,0.2474002431635978,0.23315589441063453,0.23941527228661275,0.2863548357241965,0.1984354757717451,0.39782908061877176,0.5601224760251707,2021-11-17
2021-11-18,0.2485883745468314,0.23647528141556465,0.23919966629585457,0.2861896544671144,0.19790114833143999,0.4056010720979185,0.5514624893556511,2021-11-18
2021-11-19,0.24905279390568902,0.23653483256591123,0.2392086733126393,0.2867752962178474,0.19788244759661736,0.4073306882955962,0.5520242246342715,2021-11-19
2021-11-22,0.24875088236021173,0.2382284435689766,0.2395721193911034,0.28680094138719076,0.19788263985098042,0.407729763791451,0.5516963427306409,2021-11-22
2021-11-23,0.24677924923959388,0.2382304933989306,0.23953053318872822,0.2869987576798942,0.1980304461609605,0.40786362398371667,0.5500455778650764,2021-11-23
2021-11-24,0.24657884852684187,0.238163311148685,0.23878232057968288,0.28554167651504475,0.19739376858404803,0.4082622809589757,0.546670836776964,2021-11-24
2021-11-26,0.2487253511949466,0.23823949001173828,0.24053695971910458,0.2865140696760205,0.19912789488069116,0.4098246237248309,0.5468748469632211,2021-11-26
2021-11-29,0.24954794366440547,0.23874617942483978,0.24125176840010626,0.28675917523287014,0.2000063480936221,0.41358419166652827,0.5486881966683935,2021-11-29
2021-11-30,0.2505957124539763,0.23909985595091318,0.241911187739033,0.2896623779013691,0.20085708847850448,0.41428393949347914,0.5476222478445854,2021-11-30
2021-12-01,0.24889559098591144,0.23928326251553705,0.24109174352464458,0.2909202176698952,0.20071796552774285,0.416356467603376,0.5489507128752052,2021-12-01
2021-12-02,0.24900146325029926,0.23922965461846094,0.24093207670046413,0.29090794745425314,0.2006693347495046,0.4166837890252002,0.5482520728644007,2021-12-02
2021-12-03,0.24932954518619455,0.2395871221967299,0.2410603169381645,0.2904483097993635,0.2016933198946817,0.419239138765464,0.5508900855458908,2021-12-03
2021-12-06,0.2500548946030929,0.2396933077519151,0.2411397072356427,0.2924850477424616,0.20185223830552448,0.4198967582834762,0.5509142556368898,2021-12-06
2021-12-07,0.2521367695597307,0.2412635384499922,0.24256086441481778,0.29215340711659726,0.2033803456181598,0.42672963191930224,0.548045104842719,2021-12-07
2021-12-08,0.253013286399176,0.24119964777674577,0.24254117163305736,0.29296446800976755,0.2032941861098658,0.4267118653278851,0.5481263429159818,2021-12-08
2021-12-09,0.2520521294925111,0.2403347750376798,0.24173291749183765,0.29228387079770135,0.2023012976749389,0.42771784329670265,0.5470165598912677,2021-12-09
2021-12-10,0.253223215839554,0.24062114818820565,0.24160383230111063,0.29226189661252827,0.20385964488096756,0.42792577620907063,0.5460066411750996,2021-12-10
2021-12-13,0.2540685219981354,0.24110557314546263,0.2421833816323117,0.2922462541451315,0.20386844452079295,0.43380455407076274,0.5477013537813493,2021-12-13
2021-12-14,0.25416133892885046,0.24079690849176558,0.24221220392376475,0.29226056562554514,0.20675874626395732,0.43338265641737245,0.5458066659768127,2021-12-14
2021-12-15,0.25092115361808875,0.24204003356031273,0.24269178339703656,0.2931207613673803,0.20747810054453047,0.4392427077238573,0.5458975904080605,2021-12-15
2021-12-16,0.2542023615215833,0.2422905973241504,0.24316537096678836,0.2938580450982818,0.20858904566647712,0.4448847918907349,0.5481042487948865,2021-12-16
2021-12-17,0.25425977166337105,0.24237119410952312,0.24379047312451008,0.29384174242208505,0.20864803409684218,0.44551589885425785,0.5457199700598552,2021-12-17
2021-12-20,0.253853995414424,0.24276338029724512,0.24359016939687725,0.294919252788532,0.2090257743835858,0.44547859846844273,0.5438858451243055,2021-12-20
2021-12-21,0.25423514760091237,0.24355847323793045,0.24382740588650006,0.2957358340287723,0.20946158902701603,0.4478052311186421,0.5413216349969447,2021-12-21
2021-12-22,0.25316468003363973,0.243580381836384,0.2442946974424847,0.29517512875133406,0.2100577740425663,0.4478065394360049,0.5459447436530807,2021-12-22
2021-12-23,0.2530393115214668,0.24347903212543967,0.24428552518274188,0.2954698149246023,0.20955359192462922,0.4471905664882316,0.5486961860647571,2021-12-23
2021-12-27,0.25388462753718577,0.2435915879561927,0.244324296511438,0.29712712365966654,0.21055985346980224,0.4489798907227811,0.5487289744924803,2021-12-27
2021-12-28,0.25162607761400085,0.24115435995429632,0.24365989703868035,0.2950789564460604,0.2104697961730631,0.44948498580401036,0.5487812718530278,2021-12-28
2021-12-29,0.2512034048105973,0.24104653459789036,0.24340972206343126,0.29526123365254664,0.2104007246097786,0.4497148886644254,0.5488001511104057,2021-12-29
2021-12-30,0.25113456864497724,0.24081589631776928,0.2430386812123223,0.2946754238296181,0.2102234270824122,0.4498975856016955,0.5475396511916685,2021-12-30
2021-12-31,0.2510193113648381,0.24092903862014256,0.24319601739407026,0.2956577369428175,0.21048724460442458,0.4498754516930027,0.5475782165591163,2021-12-31
2022-01-03,0.25076824178539325,0.2409238943136806,0.2425824691709163,0.295246492498368,0.2093152253258166,0.45034218611144744,0.5626447666112474,2022-01-03
2022-01-04,0.25093042519183445,0.2413480102254148,0.24259059367843824,0.29525812929628487,0.21017213848375818,0.45104072564214964,0.5643742531551468,2022-01-04
2022-01-05,0.250037482139678,0.2407934060479017,0.24701043515322596,0.2962205318497861,0.21217952211728489,0.45084947020546223,0.5665214844000134,2022-01-05
2022-01-06,0.248526254715814,0.24078371468127643,0.24542771825123127,0.29659094269743136,0.21068742798154197,0.44788120452387714,0.561652785828992,2022-01-06
2022-01-07,0.24841522959695353,0.2407439998188688,0.24526545086909673,0.29655763411564773,0.21064088340942844,0.4492819496373697,0.5575605547746161,2022-01-07
2022-01-10,0.24720238473769332,0.23985247295821172,0.24420010120774732,0.29393051817027865,0.21034014011073493,0.4487096930328729,0.5525793249676201,2022-01-10
2022-01-11,0.24767191598967858,0.24101826422721548,0.24393534376142362,0.2935300518787921,0.2099134104814524,0.4486737572644986,0.5507056100438186,2022-01-11
2022-01-12,0.24722528804137608,0.24060571350081786,0.24411838169827546,0.2935651233616783,0.21004076148482942,0.44868560930904855,0.5519854951984636,2022-01-12
2022-01-13,0.247516307003974,0.2415285604589546,0.24485777581263612,0.29328513284325014,0.2139290853121479,0.4510925065510726,0.556156557305999,2022-01-13
2022-01-14,0.2470847293012891,0.24146788938347322,0.24486687843722507,0.2928578677872667,0.2145130285031501,0.45027479745339144,0.5558783866710674,2022-01-14
2022-01-18,0.2478794669115182,0.24225300890719442,0.24437684882007815,0.29353137765238224,0.21545775563894126,0.45211537344777136,0.5558374488584602,2022-01-18
2022-01-19,0.24684078669208387,0.23847520589136567,0.23891913556164554,0.29260618440967245,0.2125677661477138,0.45290425185953626,0.5569223385534817,2022-01-19
2022-01-20,0.24449925693679145,0.23991737193788776,0.23938493197546393,0.2921464582884492,0.21267833186203763,0.4532784488285573,0.5568697547557913,2022-01-20
2022-01-21,0.24439988375657906,0.2470983599313202,0.24053222883759928,0.29525277689247525,0.21357045182900822,0.45440137649630313,0.55946405138563,2022-01-21
2022-01-24,0.24296289384747377,0.247480199778357,0.24054077747747205,0.2955316049265385,0.21306349374859904,0.4543570342302659,0.5582887058694963,2022-01-24
2022-01-25,0.24325725529072328,0.24921804733356617,0.24245351916571878,0.29654957399910914,0.2145670667603612,0.4564506204532513,0.5584439617464888,2022-01-25
2022-01-26,0.2431186512355007,0.2477902428898219,0.2382192870477398,0.2950025924219447,0.21631907802743988,0.4549312816334206,0.5583519850266264,2022-01-26
2022-01-27,0.2405066736239452,0.24785433974902704,0.2376047447305426,0.2937805055220016,0.2150934916454113,0.4565345341217853,0.5693653203182497,2022-01-27
2022-01-28,0.24722947669605055,0.2496771502613756,0.23927997645205284,0.2935659947682828,0.21464281610305197,0.4580838895375749,0.5674329285332463,2022-01-28
2022-01-31,0.24801410218505135,0.24905458220073426,0.23714809055050476,0.29564901353048395,0.21237965276088974,0.46303048117255274,0.5743834430037023,2022-01-31
2022-02-01,0.24796970441536592,0.2490421416753549,0.23735756048693168,0.2955863831788152,0.2125346862522621,0.4625496272669053,0.5731419026858076,2022-02-01
2022-02-02,0.2478758439168114,0.2482861901985747,0.23809611037634063,0.29580538997557554,0.21257697508127502,0.46303396442437644,0.5734369548206945,2022-02-02
2022-02-03,0.2472941291188531,0.26013916707774554,0.24058268875616023,0.3970379991956635,0.2162640667508752,0.46613535126710226,0.5736511303827713,2022-02-03
2022-02-04,0.24727426533786132,0.2934495133430385,0.24006520004981965,0.3969990071945044,0.21675438241417813,0.466241580275171,0.5747326957556753,2022-02-04
2022-02-07,0.2473310009131072,0.2933275728733489,0.24190041835735812,0.4002547921656459,0.21744875644618583,0.46260291527898395,0.5748916427496863,2022-02-07
2022-02-08,0.24782396936037054,0.2941045493189416,0.24183407797982356,0.4006328074692084,0.21768388426716065,0.4625426274232983,0.5748402304348692,2022-02-08
2022-02-09,0.24786046430844236,0.2940536050406752,0.24223180328218827,0.40416805281653523,0.2186202356615642,0.4654168272301835,0.5724049203470151,2022-02-09
2022-02-10,0.24907883330688907,0.29427470755264273,0.24325776410310093,0.40447899405679383,0.22052071391290295,0.4657966935087677,0.5731780632256656,2022-02-10
2022-02-11,0.24998887515458468,0.29642612851202355,0.24541600978473696,0.4061700375792122,0.22195816522106734,0.47133596039785985,0.5753640691187212,2022-02-11
2022-02-14,0.24939729409241715,0.2966700844872158,0.2454689001905106,0.4060273834526154,0.22187509221540208,0.47093114316501533,0.575068370801671,2022-02-14
2022-02-15,0.24965744117152197,0.29654698478964264,0.24555115880490927,0.40633021841292866,0.22255009397789016,0.47840394713391043,0.5774376256931085,2022-02-15
2022-02-16,0.24947441570636392,0.2966628892390039,0.24554846694345042,0.4065388487448959,0.22254462337376374,0.4783430387514765,0.5772485784459664,2022-02-16
2022-02-17,0.2504913679476151,0.2965305758146486,0.24844747889340024,0.40753228896091154,0.2242433505824128,0.4846999074031629,0.5795389294202424,2022-02-17
2022-02-18,0.24878054584507087,0.2960615211615749,0.24841762668098494,0.4075698221232561,0.2227672226249361,0.4844609722566079,0.5734626240035928,2022-02-18
2022-02-22,0.24950064803489433,0.29644814933218205,0.24847390124415025,0.4074308940875039,0.2226857981359117,0.4843274491359318,0.5745839896342558,2022-02-22
2022-02-23,0.2509114999193949,0.2983936367812533,0.24891393992725952,0.4077639036280499,0.22425128392765015,0.48589899263503744,0.5757613750494215,2022-02-23
2022-02-24,0.24878736158681844,0.3000484151267607,0.24968683444095316,0.4088734858093533,0.2284669833548603,0.4819932388042794,0.5718722365480199,2022-02-24
2022-02-25,0.2490581460185478,0.30024858890862255,0.24997473455593933,0.4089498753787434,0.22820013479836576,0.4814036557953076,0.5718514652874309,2022-02-25
2022-02-28,0.24342018352700873,0.2997642860954907,0.24898616849924105,0.4079430435781463,0.22747630239416058,0.48140587533025936,0.5731857473110448,2022-02-28
2022-03-01,0.2427528909511219,0.29972970049144626,0.24910602127698286,0.40888159423080245,0.227469834279612,0.48185168275477014,0.571391840294929,2022-03-01
2022-03-02,0.24215264445640666,0.298367658869651,0.24765437800175313,0.40932533864589443,0.22633096934875477,0.4803539734752127,0.5694154149377642,2022-03-02
2022-03-03,0.24156142937210967,0.2994924285724915,0.24753252119437055,0.4099370605068577,0.22680660178643292,0.47952389312825927,0.5692002273602682,2022-03-03
